127.0.0.1 - - [16/Dec/2019:10:08:17 +0900] "GET / HTTP/1.1" 404 1115
127.0.0.1 - - [16/Dec/2019:10:32:35 +0900] "GET /MyMVC/shop/commentList.up?pnum=58 HTTP/1.1" 200 134
127.0.0.1 - - [16/Dec/2019:10:32:37 +0900] "POST /MyMVC/shop/cartAdd.up HTTP/1.1" 200 920
127.0.0.1 - - [16/Dec/2019:10:32:38 +0900] "GET /MyMVC/shop/cartList.up HTTP/1.1" 200 29263
127.0.0.1 - - [16/Dec/2019:10:32:39 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:32:39 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:32:40 +0900] "GET /MyMVC/shop/mallByCategory.up?code=200000&cname=%EC%9D%98%EB%A5%98 HTTP/1.1" 200 21595
127.0.0.1 - - [16/Dec/2019:10:32:40 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:32:40 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:32:40 +0900] "GET /MyMVC/shop/categoryDisplayJSON.up?pcategory_fk=200000&start=1&len=8 HTTP/1.1" 200 960
127.0.0.1 - - [16/Dec/2019:10:32:42 +0900] "GET /MyMVC/shop/prodView.up?pnum=3 HTTP/1.1" 200 26513
127.0.0.1 - - [16/Dec/2019:10:32:42 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:32:42 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:32:42 +0900] "GET /MyMVC/shop/likeDislikeCount.up?pnum=3 HTTP/1.1" 200 36
127.0.0.1 - - [16/Dec/2019:10:32:42 +0900] "GET /MyMVC/shop/commentList.up?pnum=3 HTTP/1.1" 200 578
127.0.0.1 - - [16/Dec/2019:10:32:43 +0900] "POST /MyMVC/shop/cartAdd.up HTTP/1.1" 200 920
127.0.0.1 - - [16/Dec/2019:10:32:44 +0900] "GET /MyMVC/shop/cartList.up HTTP/1.1" 200 31186
127.0.0.1 - - [16/Dec/2019:10:32:44 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:32:44 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:33:46 +0900] "POST /MyMVC/shop/orderAdd.up HTTP/1.1" 200 23
127.0.0.1 - - [16/Dec/2019:10:33:46 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 26571
127.0.0.1 - - [16/Dec/2019:10:33:46 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:33:46 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:34:05 +0900] "GET /MyMVC/images/book_bomul_1.png HTTP/1.1" 200 76559
127.0.0.1 - - [16/Dec/2019:10:34:45 +0900] "GET /MyMVC/shop/mallHome.up HTTP/1.1" 200 21816
127.0.0.1 - - [16/Dec/2019:10:34:45 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:34:45 +0900] "GET /MyMVC/shop/mallDisplayJSON.up?pspec=HIT&start=1&len=8 HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:34:45 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:34:47 +0900] "GET /MyMVC/shop/mallByCategory.up?code=200000&cname=%EC%9D%98%EB%A5%98 HTTP/1.1" 200 21595
127.0.0.1 - - [16/Dec/2019:10:34:47 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:34:47 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:34:47 +0900] "GET /MyMVC/shop/categoryDisplayJSON.up?pcategory_fk=200000&start=1&len=8 HTTP/1.1" 200 960
127.0.0.1 - - [16/Dec/2019:10:34:48 +0900] "GET /MyMVC/shop/prodView.up?pnum=58 HTTP/1.1" 200 27267
127.0.0.1 - - [16/Dec/2019:10:34:48 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:34:48 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:34:48 +0900] "GET /MyMVC/shop/likeDislikeCount.up?pnum=58 HTTP/1.1" 200 36
127.0.0.1 - - [16/Dec/2019:10:34:48 +0900] "GET /MyMVC/shop/commentList.up?pnum=58 HTTP/1.1" 200 134
127.0.0.1 - - [16/Dec/2019:10:34:57 +0900] "GET /MyMVC/shop/mallByCategory.up?code=200000&cname=%EC%9D%98%EB%A5%98 HTTP/1.1" 200 21595
127.0.0.1 - - [16/Dec/2019:10:34:57 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:34:57 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:34:57 +0900] "GET /MyMVC/shop/categoryDisplayJSON.up?pcategory_fk=200000&start=1&len=8 HTTP/1.1" 200 960
127.0.0.1 - - [16/Dec/2019:10:34:58 +0900] "GET /MyMVC/shop/prodView.up?pnum=3 HTTP/1.1" 200 26513
127.0.0.1 - - [16/Dec/2019:10:34:58 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:34:58 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:34:58 +0900] "GET /MyMVC/shop/commentList.up?pnum=3 HTTP/1.1" 200 578
127.0.0.1 - - [16/Dec/2019:10:34:58 +0900] "GET /MyMVC/shop/likeDislikeCount.up?pnum=3 HTTP/1.1" 200 36
127.0.0.1 - - [16/Dec/2019:10:35:06 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:35:06 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
127.0.0.1 - - [16/Dec/2019:10:35:06 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:35:06 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:35:12 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:35:12 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15395
127.0.0.1 - - [16/Dec/2019:10:35:12 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:35:12 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:35:16 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 29955
127.0.0.1 - - [16/Dec/2019:10:35:16 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:35:16 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:35:23 +0900] "GET /MyMVC/shop/odrcodeOwnerMemberInfo.up?odrcode=s20191216-35 HTTP/1.1" 200 1761
127.0.0.1 - - [16/Dec/2019:10:35:29 +0900] "GET /MyMVC/shop/odrcodeOwnerMemberInfo.up?odrcode=s20191216-35 HTTP/1.1" 200 1761
127.0.0.1 - - [16/Dec/2019:10:35:38 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:35:38 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
127.0.0.1 - - [16/Dec/2019:10:35:38 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:35:38 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:35:43 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:35:43 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15283
127.0.0.1 - - [16/Dec/2019:10:35:43 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:35:43 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:35:44 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 26571
127.0.0.1 - - [16/Dec/2019:10:35:44 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:35:44 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:35:56 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:35:56 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
127.0.0.1 - - [16/Dec/2019:10:35:56 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:35:56 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:36:01 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:36:01 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15395
127.0.0.1 - - [16/Dec/2019:10:36:01 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:36:01 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:36:02 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 29955
127.0.0.1 - - [16/Dec/2019:10:36:02 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:36:02 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:36:15 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:36:15 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
127.0.0.1 - - [16/Dec/2019:10:36:15 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:36:15 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:36:18 +0900] "GET /MyMVC/member/memberRegister.up HTTP/1.1" 200 37341
127.0.0.1 - - [16/Dec/2019:10:36:18 +0900] "GET /MyMVC/images/b_id_check.gif HTTP/1.1" 304 -
127.0.0.1 - - [16/Dec/2019:10:36:18 +0900] "GET /MyMVC/images/b_zipcode.gif HTTP/1.1" 304 -
127.0.0.1 - - [16/Dec/2019:10:36:18 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:36:18 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:36:18 +0900] "GET /MyMVC/images/join.png HTTP/1.1" 304 -
127.0.0.1 - - [16/Dec/2019:10:36:18 +0900] "GET /MyMVC/agree/agree.html HTTP/1.1" 304 -
127.0.0.1 - - [16/Dec/2019:10:36:18 +0900] "GET /MyWeb/css/style.css HTTP/1.1" 404 1142
127.0.0.1 - - [16/Dec/2019:10:36:24 +0900] "GET /MyMVC/member/idDuplicateCheck.up HTTP/1.1" 200 2520
127.0.0.1 - - [16/Dec/2019:10:36:24 +0900] "GET /MyMVC/js/jquery-3.3.1.min.js HTTP/1.1" 304 -
127.0.0.1 - - [16/Dec/2019:10:36:29 +0900] "POST /MyMVC/member/idDuplicateCheck.up HTTP/1.1" 200 2348
127.0.0.1 - - [16/Dec/2019:10:37:28 +0900] "POST /MyMVC/member/memberInsert.up HTTP/1.1" 200 915
127.0.0.1 - - [16/Dec/2019:10:37:29 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
127.0.0.1 - - [16/Dec/2019:10:37:29 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:37:29 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:37:32 +0900] "GET /MyMVC/member/memberRegister.up HTTP/1.1" 200 37341
127.0.0.1 - - [16/Dec/2019:10:37:32 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:37:32 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:37:32 +0900] "GET /MyWeb/css/style.css HTTP/1.1" 404 1142
127.0.0.1 - - [16/Dec/2019:10:37:39 +0900] "GET /MyMVC/member/idDuplicateCheck.up HTTP/1.1" 200 2520
127.0.0.1 - - [16/Dec/2019:10:37:46 +0900] "POST /MyMVC/member/idDuplicateCheck.up HTTP/1.1" 200 2348
127.0.0.1 - - [16/Dec/2019:10:38:27 +0900] "POST /MyMVC/member/memberInsert.up HTTP/1.1" 200 915
127.0.0.1 - - [16/Dec/2019:10:38:28 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
127.0.0.1 - - [16/Dec/2019:10:38:28 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:38:28 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:38:44 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:38:44 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15277
127.0.0.1 - - [16/Dec/2019:10:38:44 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:38:44 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:39:01 +0900] "GET /MyMVC/member/coinPurchaseTypeChoice.up?idx=215 HTTP/1.1" 200 5803
127.0.0.1 - - [16/Dec/2019:10:39:03 +0900] "GET /MyMVC/member/coinPurchaseEnd.up?idx=215&coinmoney=300000 HTTP/1.1" 200 3105
127.0.0.1 - - [16/Dec/2019:10:40:04 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:40:04 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
127.0.0.1 - - [16/Dec/2019:10:40:04 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:40:04 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:40:12 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:40:12 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15287
127.0.0.1 - - [16/Dec/2019:10:40:12 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:40:12 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:40:17 +0900] "GET /MyMVC/shop/mallHome.up HTTP/1.1" 200 21820
127.0.0.1 - - [16/Dec/2019:10:40:17 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:40:17 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:40:17 +0900] "GET /MyMVC/shop/mallDisplayJSON.up?pspec=HIT&start=1&len=8 HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:40:18 +0900] "GET /MyMVC/shop/mallByCategory.up?code=200000&cname=%EC%9D%98%EB%A5%98 HTTP/1.1" 200 21599
127.0.0.1 - - [16/Dec/2019:10:40:18 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:40:18 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:40:18 +0900] "GET /MyMVC/shop/categoryDisplayJSON.up?pcategory_fk=200000&start=1&len=8 HTTP/1.1" 200 960
127.0.0.1 - - [16/Dec/2019:10:40:20 +0900] "GET /MyMVC/shop/prodView.up?pnum=3 HTTP/1.1" 200 26517
127.0.0.1 - - [16/Dec/2019:10:40:20 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:40:20 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:40:20 +0900] "GET /MyMVC/shop/likeDislikeCount.up?pnum=3 HTTP/1.1" 200 36
127.0.0.1 - - [16/Dec/2019:10:40:20 +0900] "GET /MyMVC/shop/commentList.up?pnum=3 HTTP/1.1" 200 578
127.0.0.1 - - [16/Dec/2019:10:40:22 +0900] "POST /MyMVC/shop/cartAdd.up HTTP/1.1" 200 920
127.0.0.1 - - [16/Dec/2019:10:40:23 +0900] "GET /MyMVC/shop/cartList.up HTTP/1.1" 200 27306
127.0.0.1 - - [16/Dec/2019:10:40:23 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:40:23 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:40:26 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:40:26 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
127.0.0.1 - - [16/Dec/2019:10:40:26 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:40:26 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:40:32 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:40:32 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15287
127.0.0.1 - - [16/Dec/2019:10:40:32 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:40:32 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:40:36 +0900] "GET /MyMVC/shop/mallHome.up HTTP/1.1" 200 21820
127.0.0.1 - - [16/Dec/2019:10:40:36 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:40:36 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:40:36 +0900] "GET /MyMVC/shop/mallDisplayJSON.up?pspec=HIT&start=1&len=8 HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:40:38 +0900] "GET /MyMVC/shop/mallByCategory.up?code=200000&cname=%EC%9D%98%EB%A5%98 HTTP/1.1" 200 21599
127.0.0.1 - - [16/Dec/2019:10:40:38 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:40:38 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:40:38 +0900] "GET /MyMVC/shop/categoryDisplayJSON.up?pcategory_fk=200000&start=1&len=8 HTTP/1.1" 200 960
127.0.0.1 - - [16/Dec/2019:10:40:39 +0900] "GET /MyMVC/shop/prodView.up?pnum=58 HTTP/1.1" 200 27271
127.0.0.1 - - [16/Dec/2019:10:40:39 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:40:39 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:40:39 +0900] "GET /MyMVC/shop/likeDislikeCount.up?pnum=58 HTTP/1.1" 200 36
127.0.0.1 - - [16/Dec/2019:10:40:39 +0900] "GET /MyMVC/shop/commentList.up?pnum=58 HTTP/1.1" 200 134
127.0.0.1 - - [16/Dec/2019:10:40:41 +0900] "POST /MyMVC/shop/cartAdd.up HTTP/1.1" 200 920
127.0.0.1 - - [16/Dec/2019:10:40:42 +0900] "GET /MyMVC/shop/cartList.up HTTP/1.1" 200 27339
127.0.0.1 - - [16/Dec/2019:10:40:42 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:40:42 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:40:46 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 19748
127.0.0.1 - - [16/Dec/2019:10:40:46 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:40:46 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:40:49 +0900] "GET /MyMVC/shop/cartList.up HTTP/1.1" 200 27339
127.0.0.1 - - [16/Dec/2019:10:40:49 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:40:49 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:41:02 +0900] "POST /MyMVC/shop/orderAdd.up HTTP/1.1" 200 23
127.0.0.1 - - [16/Dec/2019:10:41:02 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 20833
127.0.0.1 - - [16/Dec/2019:10:41:02 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:41:02 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:41:07 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:41:07 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
127.0.0.1 - - [16/Dec/2019:10:41:07 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:41:07 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:41:15 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:41:15 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15287
127.0.0.1 - - [16/Dec/2019:10:41:15 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:41:15 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:41:18 +0900] "GET /MyMVC/shop/cartList.up HTTP/1.1" 200 27306
127.0.0.1 - - [16/Dec/2019:10:41:18 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:41:18 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:41:30 +0900] "POST /MyMVC/shop/orderAdd.up HTTP/1.1" 200 23
127.0.0.1 - - [16/Dec/2019:10:41:30 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 20806
127.0.0.1 - - [16/Dec/2019:10:41:30 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:41:30 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:41:55 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:41:55 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
127.0.0.1 - - [16/Dec/2019:10:41:55 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:41:55 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:42:00 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:42:00 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15395
127.0.0.1 - - [16/Dec/2019:10:42:00 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:42:00 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:42:01 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 33269
127.0.0.1 - - [16/Dec/2019:10:42:01 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:42:01 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:42:04 +0900] "GET /MyMVC/shop/odrcodeOwnerMemberInfo.up?odrcode=s20191216-37 HTTP/1.1" 200 1732
127.0.0.1 - - [16/Dec/2019:10:42:10 +0900] "GET /MyMVC/shop/odrcodeOwnerMemberInfo.up?odrcode=s20191216-36 HTTP/1.1" 200 1744
127.0.0.1 - - [16/Dec/2019:10:42:22 +0900] "POST /MyMVC/shop/admin/deliverStart.up HTTP/1.1" 200 972
127.0.0.1 - - [16/Dec/2019:10:42:24 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 32741
127.0.0.1 - - [16/Dec/2019:10:42:24 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:42:24 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:43:17 +0900] "POST /MyMVC/shop/admin/deliverEnd.up HTTP/1.1" 200 969
127.0.0.1 - - [16/Dec/2019:10:43:18 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 32486
127.0.0.1 - - [16/Dec/2019:10:43:18 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:43:18 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:43:26 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:43:26 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
